"100","100","100","default","""Alice"" <100>","FeaturesTestChannel/Alice","FeaturesTestChannel/Bob","","","2018-07-23 21:51:52","2018-07-23 21:51:52","2018-07-23 21:51:54",1,1,"ANSWERED","DOCUMENTATION","1532382712.4",""
"100","100","100","default","""Alice"" <100>","FeaturesTestChannel/Alice","FeaturesTestChannel/Bob","","","2018-07-23 21:51:54","2018-07-23 21:51:54","2018-07-23 21:51:55",1,1,"ANSWERED","DOCUMENTATION","1532382712.4",""
"200","200","200","default","""Bob"" <200>","FeaturesTestChannel/Bob","","","","2018-07-23 21:51:52","2018-07-23 21:51:52","2018-07-23 21:51:52",0,0,"ANSWERED","DOCUMENTATION","1532382712.5",""
"200","200","200","default","""Bob"" <200>","FeaturesTestChannel/Bob","","","","2018-07-23 21:51:54","2018-07-23 21:51:54","2018-07-23 21:51:55",1,1,"ANSWERED","DOCUMENTATION","1532382712.5",""
"100","100","100","default","""Alice"" <100>","FeaturesTestChannel/Alice","FeaturesTestChannel/Bob","","","2018-07-23 21:51:55","2018-07-23 21:51:55","2018-07-23 21:51:56",1,1,"ANSWERED","DOCUMENTATION","1532382715.6",""
"100","100","100","default","""Alice"" <100>","FeaturesTestChannel/Alice","FeaturesTestChannel/Bob","","","2018-07-23 21:51:56","2018-07-23 21:51:56","2018-07-23 21:51:57",1,1,"ANSWERED","DOCUMENTATION","1532382715.6",""
"200","200","200","default","""Bob"" <200>","FeaturesTestChannel/Bob","","","","2018-07-23 21:51:55","2018-07-23 21:51:55","2018-07-23 21:51:55",0,0,"ANSWERED","DOCUMENTATION","1532382715.7",""
"200","200","200","default","""Bob"" <200>","FeaturesTestChannel/Bob","","","","2018-07-23 21:51:56","2018-07-23 21:51:56","2018-07-23 21:51:57",1,1,"ANSWERED","DOCUMENTATION","1532382715.7",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","","","","2018-07-23 21:54:48","2018-07-23 21:54:49","2018-07-23 21:54:50",2,1,"ANSWERED","DOCUMENTATION","1532382888.17",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","","","","2018-07-23 21:54:48","2018-07-23 21:54:50","2018-07-23 21:54:50",2,0,"ANSWERED","DOCUMENTATION","1532382888.17",""
"100","100","100","default","""Alice"" <100>","CDRTestChannel/Alice","","","","2018-07-23 21:54:50","2018-07-23 21:54:50","2018-07-23 21:54:50",0,0,"ANSWERED","DOCUMENTATION","1532382888.17",""
